id,type,montant,dateEcheance,recurrente
313d09c1-b14e-4625-bf57-757d58d91618,Loyer,450.0,2024-10-04 23:00:00,True
2d11b2d4-ab82-4295-9944-70106727e465,Électricité,65.0,2024-10-07 23:00:00,True
78f93a3e-49cd-48e4-8371-92a5d84932f3,Salaire,1200.0,2024-10-27 23:00:00,True
48c78c03-f061-4d9c-ac32-4325bc32307c,Achat fournisseur,138.0,2024-11-20 07:08:00,False
e26cc21d-4ba0-4c5b-a2fd-d3f1087fa6d5,Achat fournisseur,144.0,2024-11-19 15:55:00,False
5bc39c92-55fd-467c-badf-f689ba04eec2,Achat fournisseur,90.0,2024-11-25 09:36:00,False
bc372b91-edea-444a-884a-248a0287bbea,Achat fournisseur,468.0,2024-11-07 17:14:00,False
9ca6a5c6-ae9e-4d9f-bc62-0f481e5e880b,Achat fournisseur,342.0,2024-11-28 12:44:00,False
2074f2c0-ca33-41b6-8e6d-05269ab6025b,Achat fournisseur,240.0,2024-11-15 16:37:00,False
b73bd523-640e-4b64-a858-7300329e95ec,Achat fournisseur,144.0,2024-11-22 07:57:00,False
d5ae12f6-fccf-4938-b6a7-eeac2474ca55,Loyer,450.0,2024-11-04 23:00:00,True
df7ad0d0-775e-4d41-902b-1175614384e1,Électricité,112.0,2024-11-07 23:00:00,True
1e384c8e-d669-439b-b142-f16e4ba1502c,Salaire,1200.0,2024-11-27 23:00:00,True
d115720d-e269-444f-b13c-6fa21e111bb1,Achat fournisseur,360.0,2024-12-12 14:59:00,False
a5e28e9a-447d-4d85-b78c-f4104a18bbaa,Achat fournisseur,141.0,2024-12-09 13:03:00,False
4a1c8601-1d28-4498-9b58-7f994f419d41,Achat fournisseur,250.0,2024-12-12 11:19:00,False
4d6f49b5-a6b8-4d0e-bdf2-e3d1e8661a0c,Achat fournisseur,258.0,2024-12-28 11:25:00,False
9d9dfe31-043a-4f34-82ad-b59fd6c7111b,Achat fournisseur,96.0,2024-12-31 10:55:00,False
d4e928b8-49f9-4b18-a1a4-76d75cfdfa2b,Achat fournisseur,134.0,2024-12-21 17:47:00,False
4f97e95d-0bb8-4b3b-9645-f997f2902cb4,Loyer,450.0,2024-12-04 23:00:00,True
1915b199-627e-41d3-9f28-467ec8d951ad,Électricité,113.0,2024-12-07 23:00:00,True
9b95b55b-2ed4-4461-8ccd-ff97924e5026,Salaire,1200.0,2024-12-27 23:00:00,True
296f8491-c8a3-4c64-81a9-d82a35c05a7a,Achat fournisseur,72.0,2025-01-15 11:37:00,False
80e298c8-97db-4703-a9dd-fa3e2be304ad,Achat fournisseur,143.0,2025-01-14 10:03:00,False
698247d2-7c35-45e0-ace5-0809038cbe04,Achat fournisseur,119.0,2025-01-28 17:25:00,False
14e08ac7-a14a-41e5-be3e-c246b273cd05,Achat fournisseur,270.0,2025-01-22 16:44:00,False
316adb67-da46-434f-b012-b6c48fcaaa6f,Achat fournisseur,96.0,2025-01-26 13:10:00,False
a5eda894-ab6f-4928-835e-6e69a6dd9685,Achat fournisseur,121.0,2025-01-29 10:33:00,False
31b0e52c-74c1-4bb2-b0b2-def37203dbd8,Achat fournisseur,73.0,2025-01-13 17:14:00,False
311e4c38-5668-4054-bc0a-655eb4533ae4,Loyer,450.0,2025-01-04 23:00:00,True
64aea4f2-8cc5-42cb-b017-43205a1599e0,Électricité,115.0,2025-01-07 23:00:00,True
da693cfd-bd95-4d01-9710-ef986c6b7568,Salaire,1200.0,2025-01-27 23:00:00,True
d410d3b2-300d-4529-b68c-751f2d0d2150,Achat fournisseur,360.0,2025-02-21 09:45:00,False
fb867477-3ecb-48e3-97dc-a54280a9dd3b,Achat fournisseur,126.0,2025-02-19 12:13:00,False
75e4c4d7-8bbc-4ecb-9596-8a7064471319,Achat fournisseur,168.0,2025-02-14 10:17:00,False
a6b96db4-cd0e-4fb0-a609-8a6c1cdaebc7,Achat fournisseur,360.0,2025-02-07 09:24:00,False
03eb3461-a493-44dd-9ad2-557ec626005b,Achat fournisseur,306.0,2025-02-11 12:00:00,False
ce34282c-3887-445b-b92b-056235acc9e4,Achat fournisseur,378.0,2025-02-05 10:56:00,False
93d8958e-fb66-482e-8c93-bbc7f3fe9796,Loyer,450.0,2025-02-04 23:00:00,True
6401dfab-1e82-4a9d-b226-0feafc2abf37,Électricité,96.0,2025-02-07 23:00:00,True
d6b9bcde-c5c6-4206-8574-9bdf280e6dde,Salaire,1200.0,2025-02-27 23:00:00,True
a5676021-31c9-4279-b452-e850c0bd4b57,Achat fournisseur,414.0,2025-03-30 17:31:00,False
23fb6183-4832-43dc-bdfa-10e3450ab6b4,Achat fournisseur,168.0,2025-03-21 18:45:00,False
8df50bb5-d89c-4c11-a8a7-5bd0a4303a77,Achat fournisseur,54.0,2025-03-02 18:12:00,False
eddbff1d-487c-49ca-9795-5316057239c6,Achat fournisseur,103.0,2025-03-21 12:14:00,False
3731aa1e-1c15-4dd8-a577-5b7b5624b4c8,Achat fournisseur,360.0,2025-03-06 08:20:00,False
9673398c-a8de-45b1-9ff4-682b89c03bf7,Achat fournisseur,48.0,2025-03-24 14:26:00,False
b12c503d-9ba9-4722-bae9-b14794042470,Achat fournisseur,342.0,2025-03-19 16:58:00,False
c09372bc-36c1-4cee-9f7f-8afe21c4c839,Loyer,450.0,2025-03-04 23:00:00,True
749bd20c-fe34-46db-8859-778eaf574264,Électricité,109.0,2025-03-07 23:00:00,True
f12adcfa-962a-47ef-b24b-aad7ecf84bff,Salaire,1200.0,2025-03-27 23:00:00,True
1c0395d4-eb9a-4d9d-9211-ef5e40863e91,Achat fournisseur,114.0,2025-04-16 07:46:00,False
727c48e6-77b4-4874-9b39-31504f9ba479,Achat fournisseur,228.0,2025-04-01 14:56:00,False
ac9802b0-7bf6-403b-ad57-36a3c95634a3,Achat fournisseur,164.0,2025-04-24 11:38:00,False
127c8e31-be9f-48d7-81c4-ca87397900cf,Achat fournisseur,120.0,2025-04-10 18:50:00,False
63defb4d-9a10-4f27-8c17-8781c19b4886,Achat fournisseur,132.0,2025-04-10 14:11:00,False
d4691ef9-4a0b-4ea4-985e-ebb677f008e7,Achat fournisseur,258.0,2025-04-23 18:45:00,False
0563ebb7-6eb8-42c7-a089-b7020a009dc7,Loyer,450.0,2025-04-04 23:00:00,True
0e9d628a-6119-444e-9d33-c521bdcaa1fa,Électricité,64.0,2025-04-07 23:00:00,True
df32d004-39f7-4f82-bb0f-a54a69117069,Salaire,1200.0,2025-04-27 23:00:00,True
1e8730d8-5efd-42a2-af07-2a1f1136d6ad,Achat fournisseur,66.0,2025-05-03 09:05:00,False
128b8000-e501-44a8-9737-36ee7ac09fc7,Achat fournisseur,132.0,2025-05-07 08:24:00,False
0998ffbb-0ef3-4e8f-912f-be4954c6787b,Achat fournisseur,255.0,2025-05-05 07:44:00,False
9da0bf54-612b-47ce-9652-ad78028e62a5,Achat fournisseur,315.0,2025-05-08 14:45:00,False
1a8325c2-97b7-4fd6-90c3-7e1754b9c2d0,Achat fournisseur,267.0,2025-05-14 16:58:00,False
ecd62573-da96-4083-8db3-f6d4278917e8,Achat fournisseur,268.0,2025-05-08 15:19:00,False
194f487a-f0fa-4a4c-b6fa-3bc6c7176e68,Achat fournisseur,102.0,2025-05-30 07:24:00,False
c3a67617-a808-4540-a706-2ac36d8ca9e9,Achat fournisseur,137.0,2025-05-20 16:03:00,False
d7e950d6-beb7-4db8-877a-0841a6e28d76,Loyer,450.0,2025-05-04 23:00:00,True
923fb2d2-58d9-4aae-85bc-9307ef4b7364,Électricité,73.0,2025-05-07 23:00:00,True
f539c28f-8e60-4d52-955a-b193e841fd4f,Salaire,1200.0,2025-05-27 23:00:00,True
653764b6-7c14-4ffd-bb52-2c23bb58f81e,Achat fournisseur,251.0,2025-06-01 11:24:00,False
8d7c8e60-6793-4e42-aa48-22572f328256,Achat fournisseur,370.0,2025-06-10 10:37:00,False
5bb0a081-f7a8-47e5-bcbe-0b1353c16569,Achat fournisseur,436.0,2025-06-06 07:25:00,False
5fb4a5dc-74aa-4ee0-9b69-505c65e2fdd7,Achat fournisseur,133.0,2025-06-07 18:34:00,False
95bf9e99-3ea4-467a-b9eb-5f8947c1e84b,Achat fournisseur,141.0,2025-06-24 11:22:00,False
b56418b0-fb94-40c0-b8c6-09948c75055b,Achat fournisseur,84.0,2025-06-26 18:35:00,False
56cda991-3ff8-4dca-813b-20ad07b7f180,Achat fournisseur,294.0,2025-06-30 18:24:00,False
ed4498ac-f2ce-4451-8972-e130a3b701da,Loyer,450.0,2025-06-04 23:00:00,True
97425c4e-9ede-4e4c-b17b-623786397824,Électricité,71.0,2025-06-07 23:00:00,True
8389c9d0-773c-4816-b63c-fdb93b46ef04,Salaire,1200.0,2025-06-27 23:00:00,True
642738b1-1ec3-4dcd-8d06-2dd32b783f26,Achat fournisseur,249.0,2025-07-27 17:16:00,False
a0a31616-4d7b-4787-9630-55d2dc903e40,Achat fournisseur,132.0,2025-07-15 09:21:00,False
24335623-5143-45d2-a969-5175bd82c483,Achat fournisseur,132.0,2025-07-08 12:17:00,False
895147ab-8dde-489e-b478-6be8facd755a,Achat fournisseur,240.0,2025-07-03 16:16:00,False
d3dab2a6-e77e-406a-8526-e4b4d750c921,Achat fournisseur,70.0,2025-07-12 07:44:00,False
ca1f17b4-fa44-4d38-8158-8977394bb0c6,Achat fournisseur,366.0,2025-07-31 14:54:00,False
61ef60fa-7e19-4450-9e5b-018a53d78a6d,Achat fournisseur,306.0,2025-07-26 15:11:00,False
e8c8c89b-88d2-4690-b621-e9605e680d53,Loyer,450.0,2025-07-04 23:00:00,True
b9673c57-616d-4381-bf67-db014a583487,Électricité,62.0,2025-07-07 23:00:00,True
d472ef2c-abbe-4986-b6dd-0990fd9ad7c8,Salaire,1200.0,2025-07-27 23:00:00,True
25d4c8bd-27f2-4a36-8640-365f7ddad176,Achat fournisseur,368.0,2025-08-05 10:10:00,False
8f38f717-c925-4742-92b0-8190253ce451,Achat fournisseur,296.0,2025-08-21 09:25:00,False
8c94cbaf-d163-4f42-ac8a-bea26a8e7bad,Achat fournisseur,370.0,2025-08-10 13:29:00,False
cff4365c-f39d-4076-91cc-4ab164c09a75,Achat fournisseur,396.0,2025-08-04 14:33:00,False
de33b7a2-c358-4b91-ae8a-813a216d26d6,Achat fournisseur,138.0,2025-08-14 17:24:00,False
78ed281d-f1e2-4d38-809e-3a72480322db,Achat fournisseur,422.0,2025-08-19 15:49:00,False
057f8637-68db-4df4-9078-277f63a3af2d,Achat fournisseur,348.0,2025-08-04 08:16:00,False
d5b32914-613d-4e93-b561-88396d311207,Achat fournisseur,176.0,2025-08-08 12:19:00,False
c0e7c375-3075-4317-aaee-4c7182cbfc37,Loyer,450.0,2025-08-04 23:00:00,True
8430f6e4-ae65-46a5-94f8-6e90381faae8,Électricité,64.0,2025-08-07 23:00:00,True
51ce5720-b91f-4fd3-8b99-c9f7524ef331,Salaire,1200.0,2025-08-27 23:00:00,True
8ac8e135-63eb-417e-a8f8-28992ae36318,Achat fournisseur,108.0,2025-09-16 17:29:00,False
494b3291-3274-4898-b254-61193f1d7382,Achat fournisseur,175.0,2025-09-21 08:33:00,False
0f02b0cc-bf3b-492b-8bbe-a73f1aedb467,Achat fournisseur,126.0,2025-09-18 17:44:00,False
0ffb58d2-7b59-4b78-86fa-a9907c0983de,Achat fournisseur,105.0,2025-09-24 14:55:00,False
a18fbe70-ebde-4630-b90e-b0c78d0560f7,Achat fournisseur,204.0,2025-09-29 09:48:00,False
a1ef2dc6-e6c1-4a56-a538-af5676a2d955,Achat fournisseur,130.0,2025-09-28 11:51:00,False
9c9db189-db07-49b4-a7cb-09d4fedcbd84,Achat fournisseur,165.0,2025-09-10 13:35:00,False
42398adc-fbee-47d3-b78a-cf4c9113eeaf,Loyer,450.0,2025-09-04 23:00:00,True
9d5a24e0-6eb0-4241-b1b2-36edde4917c9,Électricité,71.0,2025-09-07 23:00:00,True
406cca37-3a44-4789-843d-55bb68ef21f8,Salaire,1200.0,2025-09-27 23:00:00,True
d1b81667-cc6c-44d6-b970-4f3b95774332,Achat fournisseur,207.0,2025-10-29 13:51:00,False
30df8c74-c661-40f3-b6fd-3588dde57f69,Achat fournisseur,396.0,2025-10-02 16:44:00,False
96605052-08b1-4b4b-8856-19705a48f5ad,Achat fournisseur,144.0,2025-10-20 08:40:00,False
2c4e938e-4d8e-491a-9415-a7e17ce530e7,Achat fournisseur,246.0,2025-10-01 18:03:00,False
2295db85-26c0-4dfe-9d49-5a38b5338833,Achat fournisseur,154.0,2025-10-29 08:36:00,False
a9b1cc85-f38c-4abd-895d-95c4c86aa0a5,Achat fournisseur,396.0,2025-10-05 15:27:00,False
83b84a83-7d87-43ca-b74c-4766cfc6a7a9,Achat fournisseur,195.0,2025-10-26 12:10:00,False
a0761a34-29a1-4b05-8aeb-a4c2d5627e64,Loyer,450.0,2025-10-04 23:00:00,True
a565d2d9-b308-442b-a0dc-f42e451b1098,Électricité,85.0,2025-10-07 23:00:00,True
a085171e-413a-43cf-b63e-33ced9a64c1d,Salaire,1200.0,2025-10-27 23:00:00,True
15122ca2-cb20-408c-bb44-2c970d6a1bcc,Achat fournisseur,240.0,2025-11-29 16:29:00,False
761519e0-c529-46a0-9961-c21a908af95d,Achat fournisseur,89.0,2025-11-14 08:33:00,False
57484b66-0e1f-4784-aa1c-6d64778f250b,Achat fournisseur,195.0,2025-11-17 10:06:00,False
df8acba4-8e7c-4859-92ef-281e46f51532,Achat fournisseur,375.0,2025-11-19 14:20:00,False
700625fa-c944-4ba3-bdb1-f571ca72a448,Achat fournisseur,168.0,2025-11-16 16:12:00,False
1c73cdc8-6a1f-40e7-8bd0-864cf416b6ac,Achat fournisseur,420.0,2025-11-09 13:32:00,False
460a2882-bc99-4907-ad4c-3c081f14b40f,Achat fournisseur,108.0,2025-11-01 10:46:00,False
4da0eb9e-f109-4266-865a-525b1eb995a6,Achat fournisseur,156.0,2025-11-07 09:47:00,False
45923477-89b7-48b8-af35-41bb1bec4953,Achat fournisseur,198.0,2025-11-12 11:58:00,False
bedfca2a-7f84-43bb-8ecf-885d3454f210,Loyer,450.0,2025-11-04 23:00:00,True
6ec1eb6c-16cc-45da-8b19-cd69d148ea61,Électricité,101.0,2025-11-07 23:00:00,True
c44c4962-d4c3-4da8-86c2-3d72f27b3b60,Salaire,1200.0,2025-11-27 23:00:00,True
a2f67316-2b53-4a36-a38c-20ab6c9d4a53,Achat fournisseur,638.0,2025-12-09 16:59:00,False
80b5afdf-e3bd-40aa-97c4-3529f59d25a7,Achat fournisseur,156.0,2025-12-08 16:13:00,False
fa0a76ae-1362-4da1-97cc-701f718705ec,Achat fournisseur,390.0,2025-12-30 13:48:00,False
230bf566-8c59-4e5b-8926-0faaee712b50,Achat fournisseur,336.0,2025-12-01 17:29:00,False
f09a489c-7377-4465-982e-52fb9507069f,Achat fournisseur,396.0,2025-12-07 12:04:00,False
f9d88fd9-ee7e-4ff3-8ebb-a550106f97d3,Achat fournisseur,282.0,2025-12-04 09:48:00,False
f8dadb3e-7aac-44c2-b2a0-cdbfe97f6464,Achat fournisseur,285.0,2025-12-14 17:42:00,False
88368835-1a81-4a1f-a1c0-7b54c6f9b905,Achat fournisseur,522.0,2025-12-07 16:34:00,False
6b5df256-8339-465b-b5c0-f3e131b629bc,Loyer,450.0,2025-12-04 23:00:00,True
a2e47dfd-0311-4dcc-8d56-e335d4b7cbb3,Électricité,97.0,2025-12-07 23:00:00,True
5a284557-2ebd-4622-a59a-26804134b8ca,Salaire,1200.0,2025-12-27 23:00:00,True
3a75bc9e-4b4c-4bf0-8ef4-76b4d2d5f86a,Achat fournisseur,36.0,2026-01-07 14:22:00,False
f816352b-98f5-4644-a4f9-39321db40e39,Achat fournisseur,50.0,2026-01-19 14:27:00,False
e1a900da-e452-4d74-98f8-368828dc4130,Achat fournisseur,119.0,2026-01-28 15:13:00,False
bc013400-0aba-4841-9743-4ea07bf41725,Achat fournisseur,71.0,2026-01-09 18:09:00,False
3fec1640-4110-4981-8a2e-84e4292c7008,Achat fournisseur,195.0,2026-01-11 15:32:00,False
f2c4ef8b-97ff-4147-917e-dcd6df5d8676,Achat fournisseur,174.0,2026-01-03 08:28:00,False
8aeb4ee6-3957-4851-8a20-2390d042be87,Achat fournisseur,207.0,2026-01-03 10:43:00,False
1ae771da-6b42-4878-b997-c2b2365ea17d,Achat fournisseur,202.0,2026-01-08 10:12:00,False
f3f6c733-5bf2-4764-8f02-85664d16550f,Loyer,450.0,2026-01-04 23:00:00,True
ea56d455-3496-4b1e-8698-3b8c80b6f6f0,Électricité,97.0,2026-01-07 23:00:00,True
41185ad9-1491-4e52-a706-bdee6d34894a,Salaire,1200.0,2026-01-27 23:00:00,True
7c0ca758-8389-42dc-ab43-cb824c78c8fc,Achat fournisseur,60.0,2026-02-20 09:28:00,False
db3a783d-0780-4d3f-b2ab-9e4df186d45c,Achat fournisseur,228.0,2026-02-10 13:55:00,False
38167ea6-87e3-42a7-8c30-425aec8b62ac,Achat fournisseur,114.0,2026-02-07 14:32:00,False
5d76fa54-be38-430b-bff9-61f0361090b7,Achat fournisseur,60.0,2026-02-16 14:49:00,False
d89bb0eb-b2f8-41f3-9fd2-399c3ba3fb4b,Achat fournisseur,105.0,2026-02-12 07:05:00,False
5fe7bc29-8ab6-4466-be7f-44ed17a88c26,Achat fournisseur,432.0,2026-02-12 12:49:00,False
3578f202-fdec-40a8-83a7-3d211f68e65e,Achat fournisseur,506.0,2026-02-06 11:26:00,False
f46ede03-579b-4027-a634-24c6cc008c9d,Achat fournisseur,92.0,2026-02-12 07:07:00,False
1e8cab99-050a-4057-a25e-de5f0b05040d,Achat fournisseur,315.0,2026-02-21 11:12:00,False
bb7fcf13-a3b9-4c49-8fd0-ef0eb38e6553,Loyer,450.0,2026-02-04 23:00:00,True
0ef43a2d-89ff-468b-a7d0-2469517799c5,Électricité,112.0,2026-02-07 23:00:00,True
557928fa-6fa7-48f9-83fc-c9c2b1e09840,Salaire,1200.0,2026-02-27 23:00:00,True
c5db5697-0179-4c04-88f1-7fe424a0caff,Achat fournisseur,528.0,2026-03-13 08:06:00,False
d2a4b110-06b0-4408-91d6-58914b04aa9c,Achat fournisseur,294.0,2026-03-08 13:34:00,False
11d2fecb-6a18-463d-aff1-4396426609c3,Achat fournisseur,138.0,2026-03-30 14:30:00,False
775d2587-410b-4f87-9d9f-828b40cd292c,Achat fournisseur,126.0,2026-03-31 09:35:00,False
306f08d9-dc25-4846-bfca-e4ec48d5db6b,Achat fournisseur,334.0,2026-03-10 07:46:00,False
90995042-2174-4086-b9e9-5b0a9721e6aa,Achat fournisseur,396.0,2026-03-07 16:34:00,False
3b546784-b40d-49bd-8d28-deebca7c7a9a,Achat fournisseur,330.0,2026-03-08 10:39:00,False
7790f57a-da63-4b28-b3dc-79a0c61fb1ec,Achat fournisseur,156.0,2026-03-31 17:27:00,False
617b8bd1-3a88-4659-ac68-525f906c40fa,Achat fournisseur,171.0,2026-03-25 18:50:00,False
2b6c9861-014c-4718-8207-5aeafe716a03,Loyer,450.0,2026-03-04 23:00:00,True
e686dd76-5681-4586-9daa-169d1a59ee5d,Électricité,94.0,2026-03-07 23:00:00,True
22f93b7e-fc3d-4eef-811f-f5a642beac98,Salaire,1200.0,2026-03-27 23:00:00,True
84df0940-9830-4950-81da-de9cae4f28d8,Achat fournisseur,370.0,2026-04-14 11:25:00,False
71d0d481-6739-42ab-8a0c-1189ebfe7642,Achat fournisseur,342.0,2026-04-02 08:43:00,False
271c68ee-fef2-4c67-aa58-39656fbd2ec0,Achat fournisseur,342.0,2026-04-07 17:47:00,False
f15bc7b5-4c86-4301-b1cb-ba5d8de1b7a7,Achat fournisseur,342.0,2026-04-11 09:15:00,False
4fa3889d-61ff-4f96-810d-46debc782ffd,Achat fournisseur,384.0,2026-04-15 11:23:00,False
b49edb55-cc7c-46e2-909b-1160cc645c71,Achat fournisseur,252.0,2026-04-14 17:04:00,False
8dcf8edc-3555-419a-9797-4cddc3ad358e,Achat fournisseur,258.0,2026-04-22 13:20:00,False
33d4988c-1733-452e-8363-d4109ddd5a40,Achat fournisseur,222.0,2026-04-25 09:08:00,False
b879ce29-e97e-41f1-96c9-ce992fd374d5,Loyer,450.0,2026-04-04 23:00:00,True
c6645819-6e86-4b03-a51a-eacbba96c750,Électricité,71.0,2026-04-07 23:00:00,True
9ce93940-00af-4c2c-8b5e-8ddee800a957,Salaire,1200.0,2026-04-27 23:00:00,True
ec38be6f-c343-4bd9-a422-8821a5af8dc2,Achat fournisseur,285.0,2026-05-31 10:57:00,False
481c8700-a08f-4ab5-a2ba-6fde81ad7e40,Achat fournisseur,208.0,2026-05-20 07:05:00,False
2aec0554-255c-4529-8135-acc465dcf54d,Achat fournisseur,81.0,2026-05-21 07:06:00,False
31bc0af4-8111-45e1-a38b-0d253e1d4fc4,Achat fournisseur,183.0,2026-05-15 08:00:00,False
db339640-a959-4ad4-b18f-ef7d3474f844,Achat fournisseur,262.0,2026-05-04 09:02:00,False
6c7dfae0-7399-4884-9d55-3b7af5d70e0b,Achat fournisseur,114.0,2026-05-08 09:37:00,False
d1a8335f-8add-4d94-8a95-010527433de7,Achat fournisseur,72.0,2026-05-20 11:27:00,False
e2877792-eabe-49ac-bbca-bf22712d508d,Achat fournisseur,394.0,2026-05-31 11:37:00,False
2e95d935-0a21-4414-8ab6-c4f504ed5e74,Achat fournisseur,418.0,2026-05-25 13:02:00,False
d3a1e694-8e54-4d57-a46d-083a1841713f,Achat fournisseur,348.0,2026-05-25 18:20:00,False
cee0f567-84e6-4d65-b1d8-1ba637873162,Loyer,450.0,2026-05-04 23:00:00,True
d34adb39-b107-4f71-b8a1-7846eed9005f,Électricité,77.0,2026-05-07 23:00:00,True
ac144c96-9c3a-4409-acc4-bc9c262bc721,Salaire,1200.0,2026-05-27 23:00:00,True
9aaa47d1-d377-4e78-a43e-950277359828,Achat fournisseur,300.0,2026-06-07 08:50:00,False
5217bbf2-d48f-4967-8169-f0cac136b1b0,Achat fournisseur,345.0,2026-06-21 18:36:00,False
e88bdd2d-e250-4444-8585-d83363d42fdb,Achat fournisseur,198.0,2026-06-10 08:58:00,False
eee39bc9-270c-4e20-92a3-47b480734442,Achat fournisseur,88.0,2026-06-14 09:12:00,False
9d95274b-c984-4378-bc6b-2eac743cc8cc,Achat fournisseur,378.0,2026-06-19 18:30:00,False
83e4a122-42b5-43df-91a2-4a5a77bd11b3,Achat fournisseur,72.0,2026-06-15 17:52:00,False
c5fc940e-e546-412d-ba94-86db74f43f6c,Achat fournisseur,63.0,2026-06-25 10:06:00,False
f50877e4-9ff6-4dda-98c1-70d28e9bfcf8,Achat fournisseur,138.0,2026-06-19 13:15:00,False
d68faacd-3fa1-4dcc-802f-c17ec60a6bd0,Achat fournisseur,69.0,2026-06-26 14:31:00,False
34ba791e-950b-45b3-b786-5e2202bea317,Loyer,450.0,2026-06-04 23:00:00,True
b5303e41-edf9-4068-a0b8-e86aa0d369da,Électricité,68.0,2026-06-07 23:00:00,True
e6672a52-ab39-4854-a643-0b9531591de1,Salaire,1200.0,2026-06-27 23:00:00,True
2d536ff6-34fc-48cd-a07e-7a2d94706829,Achat fournisseur,324.0,2026-07-05 13:06:00,False
a0270373-6d02-459e-bcde-50d0107fba15,Achat fournisseur,213.0,2026-07-06 16:14:00,False
a41aae6a-a4c1-4800-a0f0-cf8cda6804d6,Achat fournisseur,336.0,2026-07-24 09:07:00,False
3556d5a1-b756-44b1-afd5-013a0cbf99cd,Achat fournisseur,300.0,2026-07-18 08:47:00,False
d443d115-ed3d-41ab-bdce-4af4f69f0305,Achat fournisseur,126.0,2026-07-30 10:23:00,False
d14c6792-aa8d-45db-a288-9de21340664f,Achat fournisseur,222.0,2026-07-06 14:44:00,False
e4afe885-e4bc-414d-8d66-491a0b3a4f07,Achat fournisseur,54.0,2026-07-12 11:41:00,False
6b9aa141-8afc-48c2-99bc-43fa8478f428,Achat fournisseur,44.0,2026-07-07 18:37:00,False
9ca660a6-1ccb-4994-a4d0-7cd1882d1abe,Loyer,450.0,2026-07-04 23:00:00,True
3891299f-4f56-4d18-95bf-4c395420e6a0,Électricité,74.0,2026-07-07 23:00:00,True
346dae40-f2d1-4f63-868f-b82544d98b10,Salaire,1200.0,2026-07-27 23:00:00,True
34eecc7c-e8b3-4cfb-9383-41c538f1e515,Achat fournisseur,334.0,2026-08-03 15:50:00,False
3679f89e-0f2f-4ba2-b8b2-ec80e65871ad,Achat fournisseur,396.0,2026-08-06 18:56:00,False
af06d84e-3c7b-499c-9504-9d509c9ecfae,Achat fournisseur,154.0,2026-08-08 08:27:00,False
4823d1c6-805f-458b-8708-960e9792f57a,Achat fournisseur,36.0,2026-08-09 13:02:00,False
fdcc2458-4c38-4032-ad01-8ce22bee1d97,Loyer,450.0,2026-08-04 23:00:00,True
cdce4748-36ae-45e0-a594-d42a15c4f249,Électricité,71.0,2026-08-07 23:00:00,True
ea13e763-8b82-4837-907d-e40e76f768f8,Salaire,1200.0,2026-08-27 23:00:00,True
