id,type,statut,dateCommande,produitId,quantite,prixApplique,montant
b2313eba-8e1f-43b6-b130-a08e0f5cfd6c,VENTE_CLIENT,RECUE,2024-08-11 09:30:00,2f9f7915-0f2d-4aa0-98fa-fbff272def4e,3,14.9,44.7
c6e43575-37b7-4b7d-a3d5-9bfa77739324,VENTE_CLIENT,RECUE,2024-08-16 07:52:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,3,54.9,164.7
e9b1acc2-c87c-446e-93dc-639485ad2926,VENTE_CLIENT,RECUE,2024-08-20 13:50:00,82c9b156-9e48-4772-b6a4-610f88eed060,3,14.9,44.7
f9a25f7c-2315-4b4d-af42-ff2f5610d30c,VENTE_CLIENT,RECUE,2024-08-21 11:40:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,1,54.9,54.9
ff5dc859-0ed9-44e9-a3f8-dc31018a4465,VENTE_CLIENT,RECUE,2024-08-02 08:22:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,2,12.9,25.8
cfdbbfd9-4704-4fd8-b854-e68f98a1ffcb,VENTE_CLIENT,RECUE,2024-08-06 14:33:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,3,54.9,164.7
8af49b8d-3c18-4a2b-82dd-79741e0d9c62,ACHAT_FOURNISSEUR,RECUE,2024-09-18 08:50:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,22,15.0,330.0
0ae98e5f-2f97-4333-b7f0-535bda7caf4f,ACHAT_FOURNISSEUR,RECUE,2024-09-29 07:29:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,20,15.0,300.0
a2ecd97a-b079-4518-8399-05017db35961,ACHAT_FOURNISSEUR,RECUE,2024-09-20 14:58:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,17,5.0,85.0
27d56a26-9f70-484b-b868-e379c6374b66,ACHAT_FOURNISSEUR,RECUE,2024-09-23 09:50:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,10,6.0,60.0
27d56a26-9f70-484b-b868-e379c6374b66,ACHAT_FOURNISSEUR,RECUE,2024-09-23 09:50:00,dbee0582-7f92-49c0-b98d-beef835602c0,10,7.0,70.0
2b4180ef-d849-4937-8456-b054a5999bb8,ACHAT_FOURNISSEUR,RECUE,2024-09-17 08:26:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,13,22.0,286.0
2b4180ef-d849-4937-8456-b054a5999bb8,ACHAT_FOURNISSEUR,RECUE,2024-09-17 08:26:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,12,5.0,60.0
e636da4f-dc85-444f-b9a0-61b52f7c3c63,ACHAT_FOURNISSEUR,RECUE,2024-09-06 08:51:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,20,6.0,120.0
27f86ac3-0bcb-44c3-b97b-962b20e47ab4,VENTE_CLIENT,RECUE,2024-09-28 15:26:00,1d4729fb-527d-4107-b1d8-d718e7f64323,1,44.9,44.9
d9d9994f-f36d-4b7c-810f-94e65f763824,VENTE_CLIENT,RECUE,2024-09-26 14:06:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,1,16.9,16.9
d1a2c56a-7d64-4df3-be1a-3a979c216a0b,VENTE_CLIENT,RECUE,2024-09-20 14:16:00,82c9b156-9e48-4772-b6a4-610f88eed060,1,14.9,14.9
3f8df2ad-a550-41b9-b664-0aa0ac3eab45,VENTE_CLIENT,RECUE,2024-09-08 08:20:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,1,14.9,14.9
daaa4be7-2978-4dc7-9741-ce21f6c44f9c,VENTE_CLIENT,RECUE,2024-09-11 13:13:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,2,54.9,109.8
83e73b95-33dd-4c06-b32a-5557ca67e06c,VENTE_CLIENT,RECUE,2024-09-23 15:40:00,1d4729fb-527d-4107-b1d8-d718e7f64323,2,44.9,89.8
b58902e7-5769-4c88-8576-0ff18572ce13,VENTE_CLIENT,RECUE,2024-09-14 13:59:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,1,39.9,39.9
7691caee-6dfa-4354-9d3b-ebe523cbe5d8,VENTE_CLIENT,ANNULEE,2024-09-30 08:20:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,2,39.9,79.8
b5602fef-cb21-4b2e-96dd-cc9d447234b0,VENTE_CLIENT,RECUE,2024-09-17 17:03:00,dbee0582-7f92-49c0-b98d-beef835602c0,3,19.9,59.699999999999996
bd1ce9ea-b342-4c8e-8957-c4b4f396f834,VENTE_CLIENT,ANNULEE,2024-09-28 13:42:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,3,39.9,119.69999999999999
adc9d3dd-8971-4e97-8e97-b4e660ba826d,VENTE_CLIENT,RECUE,2024-09-03 07:38:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,1,54.9,54.9
95791e2e-1c66-4714-b4e9-c22eac0f22cd,VENTE_CLIENT,RECUE,2024-09-27 13:50:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,3,39.9,119.69999999999999
ba04b539-13ba-48cf-b4bd-1cd0fbd149a5,VENTE_CLIENT,RECUE,2024-09-21 12:54:00,b1d3e895-75e6-42ad-a3f8-6bd8b9d22be8,2,39.9,79.8
1de32e99-24a1-4053-bf57-e6904f76559b,VENTE_CLIENT,ANNULEE,2024-09-29 09:20:00,b1d3e895-75e6-42ad-a3f8-6bd8b9d22be8,1,39.9,39.9
95d79152-ef14-4b29-b0cb-4fff3f5db6d3,VENTE_CLIENT,RECUE,2024-09-19 15:44:00,82c9b156-9e48-4772-b6a4-610f88eed060,1,14.9,14.9
83560502-7ce5-43be-8dfc-a19108c1a66b,VENTE_CLIENT,RECUE,2024-09-15 11:58:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,2,16.9,33.8
6f599c16-8113-489c-bf3c-2d56e46c89d9,VENTE_CLIENT,RECUE,2024-09-20 12:49:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,1,12.9,12.9
6ff9dba4-c339-4ff2-b142-25d837a4fcbd,VENTE_CLIENT,RECUE,2024-09-17 12:40:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,2,54.9,109.8
4772d3ae-84db-4284-be75-b1a125e2e972,VENTE_CLIENT,RECUE,2024-09-11 09:13:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,1,39.9,39.9
2a782756-a039-4001-80a9-da24adf411be,VENTE_CLIENT,RECUE,2024-09-03 11:54:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,1,16.9,16.9
2a782756-a039-4001-80a9-da24adf411be,VENTE_CLIENT,RECUE,2024-09-03 11:54:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,2,39.9,79.8
31b04bb3-e217-48d6-9cc0-3b4323b513e7,VENTE_CLIENT,RECUE,2024-09-20 11:19:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,2,39.9,79.8
a6229740-68ab-4496-96ce-93dd83bab60e,VENTE_CLIENT,RECUE,2024-09-02 10:19:00,b1d3e895-75e6-42ad-a3f8-6bd8b9d22be8,2,39.9,79.8
a6229740-68ab-4496-96ce-93dd83bab60e,VENTE_CLIENT,RECUE,2024-09-02 10:19:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,3,39.9,119.69999999999999
46420f7a-75ce-4d19-9a9f-94ef99c8f476,VENTE_CLIENT,RECUE,2024-09-15 16:28:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,3,16.9,50.699999999999996
d4146fa8-26de-460e-9adf-81a400589d28,VENTE_CLIENT,RECUE,2024-09-02 14:54:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,3,14.9,44.7
501c1806-e1d3-43d4-84d6-28fffc7f3d8e,VENTE_CLIENT,RECUE,2024-09-22 16:05:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,3,54.9,164.7
6d3e8d31-7f55-4353-89e3-cfdb74823713,VENTE_CLIENT,RECUE,2024-09-01 08:44:00,1d4729fb-527d-4107-b1d8-d718e7f64323,1,44.9,44.9
ec8a3576-4946-4328-9970-2a23e85faeb8,VENTE_CLIENT,RECUE,2024-09-24 09:53:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,1,39.9,39.9
2b069bae-810d-4074-aa9c-73a7ca104050,VENTE_CLIENT,RECUE,2024-09-29 12:16:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,3,14.9,44.7
6185fb6d-50cd-4966-8169-253d6b24c274,VENTE_CLIENT,ANNULEE,2024-09-18 11:17:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,1,54.9,54.9
19a50506-8b6e-4acb-b0f3-4a634338122c,VENTE_CLIENT,RECUE,2024-09-06 10:37:00,dbee0582-7f92-49c0-b98d-beef835602c0,1,19.9,19.9
b5f64a23-9fab-4f9e-b3e5-c81f9457a34e,VENTE_CLIENT,ANNULEE,2024-09-20 12:40:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,3,16.9,50.699999999999996
feeb3454-ccf2-4d9e-94c2-0fb5d50ced7f,VENTE_CLIENT,RECUE,2024-09-07 08:47:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,3,39.9,119.69999999999999
feeb3454-ccf2-4d9e-94c2-0fb5d50ced7f,VENTE_CLIENT,RECUE,2024-09-07 08:47:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,3,14.9,44.7
43cc0979-df5c-4f70-8ee4-96b61bc1b64b,ACHAT_FOURNISSEUR,RECUE,2024-10-02 14:43:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,20,15.0,300.0
5f8380b8-b8bc-422b-9cd0-2048a2a9dbbc,ACHAT_FOURNISSEUR,RECUE,2024-10-20 13:01:00,1d4729fb-527d-4107-b1d8-d718e7f64323,8,18.0,144.0
5f8380b8-b8bc-422b-9cd0-2048a2a9dbbc,ACHAT_FOURNISSEUR,RECUE,2024-10-20 13:01:00,82c9b156-9e48-4772-b6a4-610f88eed060,13,6.0,78.0
34d5903f-edc2-43b3-9aa5-5bcc1f790011,ACHAT_FOURNISSEUR,RECUE,2024-10-21 13:58:00,1d4729fb-527d-4107-b1d8-d718e7f64323,11,18.0,198.0
34d5903f-edc2-43b3-9aa5-5bcc1f790011,ACHAT_FOURNISSEUR,RECUE,2024-10-21 13:58:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,10,22.0,220.0
07a6518e-cd14-4c71-8cbc-5744f6ad2dc4,ACHAT_FOURNISSEUR,RECUE,2024-10-29 17:02:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,9,6.0,54.0
07a6518e-cd14-4c71-8cbc-5744f6ad2dc4,ACHAT_FOURNISSEUR,RECUE,2024-10-29 17:02:00,3cfcc465-ff37-402e-9c1b-ba5d3ea94f01,14,18.0,252.0
403684cd-aeba-4a2e-bec6-914aff6ccf57,ACHAT_FOURNISSEUR,RECUE,2024-10-30 15:03:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,13,4.0,52.0
403684cd-aeba-4a2e-bec6-914aff6ccf57,ACHAT_FOURNISSEUR,RECUE,2024-10-30 15:03:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,14,6.0,84.0
ed34bf5b-d491-4fe7-bb47-bd26c8efb75c,ACHAT_FOURNISSEUR,RECUE,2024-10-19 16:25:00,1d4729fb-527d-4107-b1d8-d718e7f64323,9,18.0,162.0
ed34bf5b-d491-4fe7-bb47-bd26c8efb75c,ACHAT_FOURNISSEUR,RECUE,2024-10-19 16:25:00,82c9b156-9e48-4772-b6a4-610f88eed060,8,6.0,48.0
09305429-7bab-4cd6-9e8b-ed876c803829,VENTE_CLIENT,RECUE,2024-10-09 18:51:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,1,54.9,54.9
09305429-7bab-4cd6-9e8b-ed876c803829,VENTE_CLIENT,RECUE,2024-10-09 18:51:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,2,14.9,29.8
cb9e1691-8388-41b5-b47a-db20f2e8caf7,VENTE_CLIENT,RECUE,2024-10-25 12:02:00,dbee0582-7f92-49c0-b98d-beef835602c0,1,19.9,19.9
2b6262c2-2ed5-4c21-9f9a-2b5ff228b870,VENTE_CLIENT,RECUE,2024-10-30 08:12:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,1,14.9,14.9
2b6262c2-2ed5-4c21-9f9a-2b5ff228b870,VENTE_CLIENT,RECUE,2024-10-30 08:12:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,3,39.9,119.69999999999999
628084b9-e655-4e46-b851-128fe53f54bd,VENTE_CLIENT,RECUE,2024-10-14 15:59:00,1d4729fb-527d-4107-b1d8-d718e7f64323,1,44.9,44.9
2e4a5c73-a5d9-4c72-bea4-2a0439a00aee,VENTE_CLIENT,RECUE,2024-10-16 07:11:00,dbee0582-7f92-49c0-b98d-beef835602c0,2,19.9,39.8
2e4a5c73-a5d9-4c72-bea4-2a0439a00aee,VENTE_CLIENT,RECUE,2024-10-16 07:11:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,1,54.9,54.9
7eda1c15-a212-4853-9c56-f2a32098ee32,VENTE_CLIENT,RECUE,2024-10-07 18:15:00,82c9b156-9e48-4772-b6a4-610f88eed060,1,14.9,14.9
1ad50383-1d58-41e0-8762-1f1d658b5cc8,VENTE_CLIENT,RECUE,2024-10-23 11:06:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,1,54.9,54.9
73237dd5-db0c-465d-9b90-a760c1f30348,VENTE_CLIENT,RECUE,2024-10-03 07:43:00,dbee0582-7f92-49c0-b98d-beef835602c0,1,19.9,19.9
d6021678-e540-4b9e-8ff5-4fc38cc2f702,VENTE_CLIENT,RECUE,2024-10-09 11:55:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,2,12.9,25.8
d6021678-e540-4b9e-8ff5-4fc38cc2f702,VENTE_CLIENT,RECUE,2024-10-09 11:55:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,3,16.9,50.699999999999996
fea7144a-2544-4c22-af71-383f5ea65d43,VENTE_CLIENT,RECUE,2024-10-26 17:02:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,3,12.9,38.7
3f6d38f3-3bfd-48bf-8db8-bcc1e0966aa6,VENTE_CLIENT,RECUE,2024-10-07 14:38:00,82c9b156-9e48-4772-b6a4-610f88eed060,3,14.9,44.7
ca551bde-9bfd-4a22-aabf-376c6fca3a59,VENTE_CLIENT,RECUE,2024-10-20 18:26:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,3,12.9,38.7
ca551bde-9bfd-4a22-aabf-376c6fca3a59,VENTE_CLIENT,RECUE,2024-10-20 18:26:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,2,54.9,109.8
42ae29da-4d27-47bd-8504-5c2f271f9065,VENTE_CLIENT,ANNULEE,2024-10-24 12:07:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,2,16.9,33.8
59b8e228-499f-4735-a3cb-7e737535df10,VENTE_CLIENT,RECUE,2024-10-23 15:45:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,3,16.9,50.699999999999996
15cbb9c3-4225-4c85-b133-82cec2d2a3e6,VENTE_CLIENT,RECUE,2024-10-17 12:10:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,1,39.9,39.9
4e266bad-d74f-4b65-ab96-470fcc3f7533,VENTE_CLIENT,RECUE,2024-10-08 12:12:00,1d4729fb-527d-4107-b1d8-d718e7f64323,1,44.9,44.9
d46d080b-debc-48aa-a70f-84abc7123f7c,VENTE_CLIENT,RECUE,2024-10-31 13:49:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,3,12.9,38.7
30c16946-b548-4adc-a480-20467164ca8b,VENTE_CLIENT,RECUE,2024-10-09 10:59:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,1,54.9,54.9
c4c9651e-6248-493c-9422-0570d2806bb4,VENTE_CLIENT,RECUE,2024-10-24 13:27:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,2,54.9,109.8
d7962740-31ff-40f6-95e3-d162db531cd8,VENTE_CLIENT,RECUE,2024-10-01 10:32:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,3,12.9,38.7
e9e323f8-2590-453b-8d65-bea19f7b01b9,VENTE_CLIENT,RECUE,2024-10-04 18:25:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,2,14.9,29.8
b7c013d3-0f26-40d8-943a-3ae159cbe64b,VENTE_CLIENT,ANNULEE,2024-10-21 12:12:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,1,12.9,12.9
45d37383-01af-4807-87cf-f9f8e618db27,VENTE_CLIENT,RECUE,2024-10-04 12:03:00,1d4729fb-527d-4107-b1d8-d718e7f64323,2,44.9,89.8
45d37383-01af-4807-87cf-f9f8e618db27,VENTE_CLIENT,RECUE,2024-10-04 12:03:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,3,14.9,44.7
22814abe-d0f3-432b-815b-7cb62789f822,VENTE_CLIENT,RECUE,2024-10-04 16:28:00,dbee0582-7f92-49c0-b98d-beef835602c0,1,19.9,19.9
26e72c04-d134-4df9-9e92-056ac120a7a6,VENTE_CLIENT,RECUE,2024-10-28 13:47:00,3cfcc465-ff37-402e-9c1b-ba5d3ea94f01,1,44.9,44.9
26e72c04-d134-4df9-9e92-056ac120a7a6,VENTE_CLIENT,RECUE,2024-10-28 13:47:00,3d69487c-f6bf-4558-b7c5-86dfd5caedb4,1,12.9,12.9
7cde8dea-fcf9-4318-9e83-ecf8d5c443c0,VENTE_CLIENT,RECUE,2024-10-11 14:33:00,82c9b156-9e48-4772-b6a4-610f88eed060,2,14.9,29.8
a4477f48-1b9c-491f-aa39-e3df9f9014c3,VENTE_CLIENT,RECUE,2024-10-14 17:10:00,1d4729fb-527d-4107-b1d8-d718e7f64323,1,44.9,44.9
5639e44f-71a4-435b-9ee4-7d2180db51c5,VENTE_CLIENT,RECUE,2024-10-05 11:15:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,3,14.9,44.7
3cea9d8b-f0fb-488b-80f9-ef5b8acbb943,VENTE_CLIENT,ANNULEE,2024-10-23 13:34:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,1,16.9,16.9
faf11e2d-d64e-4ad9-9ed4-50b74141559e,ACHAT_FOURNISSEUR,RECUE,2024-11-20 07:08:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,23,6.0,138.0
b350fda7-4f85-4484-af3f-8731e639749d,ACHAT_FOURNISSEUR,RECUE,2024-11-19 15:55:00,dbee0582-7f92-49c0-b98d-beef835602c0,12,7.0,84.0
b350fda7-4f85-4484-af3f-8731e639749d,ACHAT_FOURNISSEUR,RECUE,2024-11-19 15:55:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,12,5.0,60.0
c6af1384-6e6e-4565-ae15-b7101d26f1a2,ACHAT_FOURNISSEUR,RECUE,2024-11-25 09:36:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,10,6.0,60.0
c6af1384-6e6e-4565-ae15-b7101d26f1a2,ACHAT_FOURNISSEUR,RECUE,2024-11-25 09:36:00,394e86b1-2529-4787-99f0-efc1a9651537,10,3.0,30.0
4c6720f5-8734-457f-9b09-dcb098259436,ACHAT_FOURNISSEUR,RECUE,2024-11-07 17:14:00,3cfcc465-ff37-402e-9c1b-ba5d3ea94f01,26,18.0,468.0
b046b6f7-dd71-4759-8fb2-a648caf10f56,ACHAT_FOURNISSEUR,RECUE,2024-11-28 12:44:00,80736db9-6fe9-46c5-b942-d8e6d8873264,10,9.0,90.0
b046b6f7-dd71-4759-8fb2-a648caf10f56,ACHAT_FOURNISSEUR,RECUE,2024-11-28 12:44:00,3cfcc465-ff37-402e-9c1b-ba5d3ea94f01,14,18.0,252.0
d663895f-ffa1-40fc-b8d3-49725cceddbc,ACHAT_FOURNISSEUR,RECUE,2024-11-15 16:37:00,61fa2627-0c32-4b7e-867e-a04aaeaf12aa,10,6.0,60.0
d663895f-ffa1-40fc-b8d3-49725cceddbc,ACHAT_FOURNISSEUR,RECUE,2024-11-15 16:37:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,12,15.0,180.0
e6d6ded1-e0f3-48d9-b370-151da7ce50c7,ACHAT_FOURNISSEUR,RECUE,2024-11-22 07:57:00,82c9b156-9e48-4772-b6a4-610f88eed060,24,6.0,144.0
4fff1632-ec26-46d3-82f9-09d40ffda2f8,VENTE_CLIENT,RECUE,2024-11-18 15:24:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,3,39.9,119.69999999999999
4fff1632-ec26-46d3-82f9-09d40ffda2f8,VENTE_CLIENT,RECUE,2024-11-18 15:24:00,3cfcc465-ff37-402e-9c1b-ba5d3ea94f01,1,44.9,44.9
0f0808f8-f8ed-4dfb-aa58-b309baa8649a,VENTE_CLIENT,RECUE,2024-11-29 12:38:00,3cfcc465-ff37-402e-9c1b-ba5d3ea94f01,1,44.9,44.9
2e4865c0-8221-4223-81c0-f4d056276b94,VENTE_CLIENT,RECUE,2024-11-04 10:51:00,3cfcc465-ff37-402e-9c1b-ba5d3ea94f01,1,44.9,44.9
aa7f8d5f-a350-426b-a9b6-44504c2cad52,VENTE_CLIENT,RECUE,2024-11-25 17:57:00,82c9b156-9e48-4772-b6a4-610f88eed060,2,14.9,29.8
aa7f8d5f-a350-426b-a9b6-44504c2cad52,VENTE_CLIENT,RECUE,2024-11-25 17:57:00,05c220e2-16b4-44dc-b5fd-5c6af2a0e444,3,54.9,164.7
095bcd6e-09cc-43ca-abb5-eb735cc0e85d,VENTE_CLIENT,RECUE,2024-11-23 08:04:00,1d4729fb-527d-4107-b1d8-d718e7f64323,1,44.9,44.9
095bcd6e-09cc-43ca-abb5-eb735cc0e85d,VENTE_CLIENT,RECUE,2024-11-23 08:04:00,6807df5e-79b3-4b3d-ad75-2360dc5da848,3,39.9,119.69999999999999
6b5569d6-a1fe-4690-9ba4-e8e18e2d1bc7,VENTE_CLIENT,RECUE,2024-11-22 08:30:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,1,16.9,16.9
2729508a-f480-4d00-851a-855f1f91c979,VENTE_CLIENT,RECUE,2024-11-22 16:22:00,394e86b1-2529-4787-99f0-efc1a9651537,3,9.9,29.700000000000003
2729508a-f480-4d00-851a-855f1f91c979,VENTE_CLIENT,RECUE,2024-11-22 16:22:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,3,16.9,50.699999999999996
a2b164de-5f34-45d8-bf9e-180a0245adc1,VENTE_CLIENT,RECUE,2024-11-09 07:48:00,4b036e43-3c29-4f80-bddb-d0b09c2ddfae,2,16.9,33.8
